judul,abstraksi
PENGARUH KOMPETENSI DOSEN TERHADAP KINERJA DOSEN DI UNIVERSITAS TRUNOJOYO MADURA,"Abstrak

Aththaariq, Pengaruh Kompetensi Dosen Terhadap Kinerja Dosen Di Universitas Trunojoyo Madura. Dibawah bimbingan Dr.RM Moch Wispandono,.S.E,.MS dan Dr. Muhammad Alkirom Wildan,S.E.,M.Si.
Penelitian ini bertujuan untuk menganalisis pengaruh kompetensi pedagogik (X1), kompetensi profesional (X2), kompetensi sosial (X3), dan kompetensi kepribadian (X4), terhadap variabel terikat kinerja dosen di Universitas Trunojoyo Madura.
Data yang digunakan dalam penelitian ini adalah data primer, data tersebut diperoleh dari hasil penyebaran kuesioner,  sedangkan yang menjadi responden dalam penelitian ini adalah dosen di Universitas Trunojoyo Madura yang sudah tersertifikasi aktif mulai dari tahun 2008-2011 berjumlah 78 dosen, teknik pengambilan sampel menggunakan judgmental sampling dengan menggunakan metode analisis regresi linier berganda.
Dari hasil penelitian yang telah dilakukan berdasarkan hasil analisis dapat disimpulkan bahwa kompetensi pedagogik (X1), kompetensi profesional (X2), kompetensi sosial (X3), dan kompetensi kepribadian (X4), berpengaruh secara signifikan terhadap variabel terikat kinerja dosen (Y) baik secara simultan maupun parsial. Pada nilai koefisiensi determinasi berganda (R2) menunjukkan nilai sebesar 0.796 yang artinya 79.6% kinerja dosen dipengaruhi oleh perubahan semua variabel bebas yang telah diteliti dan sisanya 20.4% dipengaruhi oleh variabel yang tidak diteliti. Sedangkan variabel yang memiliki pengaruh dominan adalah variabel kompetensi pedagogik dengan nilai signifikansi sebesar 0.000 dan memiliki nilai beta  sebesar 0.426. 

Kata kunci: Kompetensi pedagogik, kompetensi profesional, kompetensi sosial, kompetensi kepribadian,dan kinerja dosen.

"
PENGARUH TIPE KEPEMIMPINAN TERHADAP PRESTASI KERJA PEGAWAI PADA KANTOR KECAMATAN PANGARENGAN KABUPATEN SAMPANG ,"ABSTRAK
	Dharma Abidin Syah,Kesimpulan: (1) Terdapat pengaruh signifikan antara variabel tipe kepemimpinan (Autoritarian, Laissez-Faire, dan Demokratis), secara simultan terhadap variabel Prestasi Kerja pegawai di kantor Kecamatan Pangarengan Kabupaten Sampang. Hasil uji F anova menunjukan bahwa nilai Fhitung (6,459) > Ftabel (2,92). Variabel tipe kepemimpinan (Autoritarian, Laissez-Faire, dan Demokratis), secara simultan memberikan kontribusi sebesar 42,7% terhadap Prestasi Kerja pegawai.(2) Tidak terdapat pengaruh signifikan antara variabel kepemimpinan Tipe Autoritariansecara parsial terhadap Prestasi Kerja pegawaidikantor Kecamatan Pangarengan Kabupaten Sampang. Hasil uji t menunjukan bahwa nilai t hitung (0,652) < t tabel (2,045). Secara parsial variabel kepemimpinan Tipe Autoritarian memberikan kontribusi sebesar 1,61% terhadap variabel Prestasi Kerja pegawai. (3) Tidak terdapat pengaruh signifikan antara variabel kepemimpinan Tipe Laissez-Fairesecara parsial terhadap Prestasi Kerja pegawaidikantor Kecamatan Pangarengan Kabupaten Sampang.
	Hasil uji t menunjukan bahwa nilai t hitung (1,617) < t tabel (2,045). Secara parsial variabel kepemimpinan Tipe Laissez-Faire memberikan kontribusi sebesar 9,12% terhadap variabel Prestasi Kerja pegawai. (4) Terdapat pengaruh signifikan antara variabel kepemimpinan Tipe Demokratis secara parsial terhadap Prestasi Kerja pegawaidikantor Kecamatan Pangarengan Kabupaten Sampang. Hasil uji t menunjukan bahwa nilai t hitung (3,624) > t tabel (2,045). Secara parsial variabel kepemimpinan Tipe Demokratis memberikan kontribusi sebesar 33,52% terhadap variabel Prestasi Kerja pegawai. (5) Variabel Tipe Demokratis mempunyai nilai koefisien determinasi lebih besar daripada variabel bebas lainya dan merupakan variabel dominan berpengaruh terhadap variabel Prestasi Kerja pegawai dikantor Kecamatan Pangarengan Kabupaten Sampang
Kata Kunci: Tipe Kepemimpinan, Prestasi Kerja, Pegawai. 
"
"PENGARUH PERILAKU KONSUMEN TERHADAP KEPUTUSAN PEMBELIAN PRODUK HONDA MEREK VARIO
(Study Pada Dealer Surya Agung Motor Bangkalan)

","ABSTRAK
Haryono Arifin, Pengaruh Perilaku Konsumen Terhadap Keputusan Pembelian Produk Honda Merek Vario 
(Studi Pada Dealler Surya Agung Motor Bangkalan).

Tujuan penelitian ini adalah untuk : (1) mengetahui seberapa besar pengaruh perilaku konsumen terhadap keputusan pembelian Honda Merek Vario di Dealer Surya Agung Motor Bangkalan (2) Untuk mengetahui variabel manakah diantara perilaku konsumen yang terdiri dari kebudayaan, sosial, pribadi dan psikologis yang dominan dalam keputusan pembelian konsumen terhadap Honda Merek Vario. Penelitian ini menggunakan pendekatan kuantitatif, yaitu melakukan pengamatan secara langsung kepada responden dengan penyebaran kuesioner untuk dianalisa dan penelitian ini merupakan penelitian yang menggunakan populasi sebanyak 50 responden, konsumen yang melakukan pembelian Honda Merek Vario di Dealer Surya Agung Motor Bangkalan yang dijadikan responden serta dianalisis dengan SPSS Versi 16.00
Kesimpulan penelitian ini adalah (1) Pengujian hipotesis pertama menunjukkan bahwa variabel perilaku konsumen (kebudayaan, sosial, pribadi dan psikologis) berpengaruh secara simultan terhadap keputusan pembelian Honda merek Vario. (2) Pengujian hipotesis kedua menunjukkan bahwa variabel psikologis adalah variabel yang berpengaruh dominan.
Kata kunci: Kebudayaan, Sosial, Pribadi, Psikologis, Keputusan Pembelian.
"
PENGARUH DIMENSI KUALITAS PELAYANAN TERHADAP KEPUASAN KONSUMEN PADA DEPOT BAROKAH PRAMBON KABUPATEN SIDOARJO,"ABSTRAK

Tujuan penelitian ini adalah untuk mengidentifikasi variabel-variabel yang mempengaruhi kepuasan konsumen baik secara simultan maupun parsial. Metode yang digunakan yaitu dengan metode kuantitatif dengan populasi seluruh konsumen Depot Barokah Prambon yang menggunakan pelayanan dari Depot Barokah Prambon dengan jumlah sampel sebanyak 60 responden menggunakan teknik Accidental Sampling. Teknik analisis yang digunakan adalah analisis regresi linier berganda. Hasil penelitian menunjukkan bahwa variabel independen yang terdiri dari variabel bukti fisik (X1), kehandalan (X2), dan jaminan (X4) secara parsial berpengaruh signifikan terhadap kepuasan konsumen (Y), sedangkan variabel independen daya tanggap (X3) dan empati (X5) berpengaruh tidak signifikan terhadap variabel dependen kepuasan konsumen (Y), Serta variabel jaminan (X4) mempunyai pengaruh yang paling besar terhadap kepuasan konsumen (Y). Sedangkan secara simultan menunjukkan semua variabel independen kualitas pelayanan (X) secara simultan berpengaruh signifikan terhadap variabel dependen kepuasan konsumen (Y).

Kata Kunci : Kualitas Pelayanan, Bukti Fisik, Kehandalan, Daya Tanggap, Jaminan, Empati, dan Kepuasan Konsumen.
"
"ANALISIS TINGKAT RISIKO KREDIT 
PADA PD. BPR BANK DAERAH LAMONGAN
","Hasil dari penelitian ini dari perhitungan Credit Risk Ratio menunjukan bahwa NPL Pada PD. BPR Bank Daerah Lamongan selama empat tahun (2008-2011) mengalami penurunan hal ini terlihat dari tingkat resiko pada tahun 2008 yang sebesar 8.893.499.978 atau sebesar 9,91%, tahun 2009 sebesar 7.501.778.630 atau sebesar 6,68%, tahun 2010 sebesar 7.986.193.006 atau sebesar 5,40% dan tahun 2011 sebesar 6.555.778.682 atau sebesar 4,88%.
Kesimpulan penelitian ini adalah tingkat resiko pada PD. BPR Bank Daerah Lamongan dari tahun (2008-2011) mengalami penurunan tingkat resiko dan pada tahun 2011 NPL 4,88% dikatagorikan baik berdasarkan ketentuan Bank Indonesia yaitu dengan syarat NPL maksimal sebesar 5%.
Kata kunci : Credit Risk Ratio dan Non Performing Loan.
"
ANALISIS PORTOFOLIO YANG OPTIMAL DI BEI DENGAN MENGGUNAKAN SINGLE-INDEX MODEL,"Suatu keputusan investasi selalu berhubungan dengan keuntungan dan risiko. Investor yang rasional menginvestasikan dananya ke dalam saham efisien, yaitu saham yang mempunyai return tinggi dengan risiko minimal. Sampel dalam penelitian ini menggunakan saham yang aktif berdasarkan frekuensi perdagangan dan membagi dividen selama dua tahun berturut-turut. Tujuan penelitian adalah untuk membentuk portofolio optimal dan mengetahui perbedaan return dan risiko antara saham kandidat dan non kandidat portofolio. Hasil penelitian menunjukkan terdapat saham yang menjadi kandidat portofolio dari  27 saham yang diteliti dengan nilai cut-off-point sebesar 0.76692. Portofolio optimal dibentuk oleh saham yang mempunyai excess returns to beta (ERB) lebih besar dari Ci, dan diperoleh 13 saham yang masuk perhitungan portofolio optimal. Komposisi atau proporsi dana masing-masing saham adalah PT. Adaro Energy Tbk sebesar 12.597%, PT. Gudang Garam Tbk sebesar 13.417%, PT. HM Sampoerna Tbk sebesar 12.418%, PT. Astra Otopart Tbk sebesar  2.679%, PT. Multi Bintang Indonesia Tbk sebesar 8.225%, PT. Astra Agro Lestari Tbk sebesar 6.846%, PT. Goodyear Indonesia Tbk sebesar 2.973%, PT. Indika Energy Tbk sebesar 5.377%, PT. United Tractors Tbk sebesar 13.88%, PT. Pabrik Kertas Tjiwi Kimia Tbk sebesar 1.494%, PT. Indofood Sukses Makmur Tbk sebesar 4.211%, PT. Astra International Tbk sebesar 12.549%, PT. Bank Negara Indonesia Tbk sebesar 3.335% dengan return portofolio sebesar 0.140997, risiko portofolio sebesar 0.099101 dan excess return to beta portofolio sebesar 0.881142. Berdasarkan hasil diatas dapat disimpulkan bahwa dengan menggunakan metode indeks tunggal, portofolio yang benar-benar optimal dapat diperoleh dengan adanya perhitungan aktiva bebas risiko.
Kata Kunci: Model Indeks Tunggal, portofolio optimal, expected return, excess return to beta, cut-off-point.
"
Pengaruh Rekrutmen Dan Pengembangan Karir Terhadap Kinerja Karyawan Pada Kantor Pusat PT. Gresik Cipta Sejahtera Kabupaten Gresik,"Penelitian ini bertujuan untuk mengetahui pengaruh rekrutmen dan pengembangan karir terhdap kinerja yang dilakukan terhadap karyawan  Kantor Pusat  PT. Gresik Cipta Sejahtera Kabupaten Gresik dengan jumlah responden penelitian sebanyak 66 orang karyawan, data yang terkumpul selanjutnya dilakukan analisis Regresi Linier Berganda. Dengan menggunakan alat bantu software SPSS 16.0. hasil analisis terhadap pengujian hipotesis diperoleh sebagai berikut: Variabel Rekrutmen (X1) dan Variabel Pengembangan karir (X2) mempunyai pengaruh simultan terhadap kinerja karyawan dan variabel rekrutmen (X1) merupakan variabel yang dominan mempengaruhi kinerja karyawan Kantor Pusat  PT. Gresik Cipta Sejahtera Kabupaten Gresik.

KataKunci :Rekrutmen,Pengembangan karir dan Kinerja
"
"PENGARUH IKLAN ONLINE MELALUI MEDIA FACEBOOK TERHADAP KEPUTUSAN PEMBELIAN PAKAIAN 
(STUDI PADA MAHASISWA FAKULTAS EKONOMI DAN BISNIS UNIVERSITAS TRUNOJOYO MADURA)","Abstrak

Hening Ary Putra, Pengaruh Iklan Online Melalui Media Facebook Terhadap Keputusan Pembelian Pakaian (Studi Pada Mahasiswa Fakultas Ekonomi Dan Bisnis Universitas Trunojoyo Madura). Pemimbing Bambang Setiyo Pambudi, S.E., MM., dan Suyono, S.E, M.S.M.
Tujuan penelitian ini adalah untuk mengidentifikasi variabel seperti sikap pada iklan online, daya ingat pada iklan online, dan frekuensi klik pada iklan online yang mempengaruhi Keputusan Pembelian Pakaian pada mahasiswa Fakultas Ekonomi Dan Bisnis Universitas Trunojoyo Madura baik secara simultan maupun parsial.
Hipotesis penelitian ini adalah: Faktor-faktor yang mempengaruhi Keputusan Pembelian Pakaian seperti sikap pada iklan online, daya ingat pada iklan online, dan frekuensi klik pada iklan online berpengaruh secara signifikan terhadap Keputusan Pembelian Pakaian baik secara simultan maupun parsial.
Penelitian ini dilakukan dengan metode kuantitatif dimana populasi dalam penelitian ini adalah mahasiswa Fakultas Ekonomi dan Bisnis Universitas Trunojoyo Madura dan diperoleh sampel sebanyak 40 responden yang diambil dengan menggunakan metode accidental sampling dengan cara menyebarkan kuesioner.
Kesimpulan dari penelitian ini adalah (1) secara simultan pengaruh yang signifikan antara variabel bebas (sikap pada iklan online, daya ingat pada iklan online, dan frekuensi klik pada iklan online) terhadap keputusan pembelian Pakaian (2) secara parsial, menunjukkan bahwa vairabel sikap pada iklan online dan daya ingat pada iklan online berpengaruh positif dan signifikan terhadap Keputusan Pembelian Pakaian, kecuali pada variabel frekuensi klik pada iklan online tidak berpengaruh positif dan signifikan terhadap keputusan pembelian Pakaian. (3) secara parsial variabel daya ingat mempunyai pengaruh yang paling besar terhadap keputusan pembelian pakaian

Kata Kunci : sikap, daya ingat, frekuensi klik, keputusan pembelian pakaian
"
Pengaruh Atribut Produk Terhadap Keputusan Pembelian Sepeda Motor HONDA Supra X 125 (Studi Pada Dealer Surya Agung Motor Bangkalan),"Atribut produk memberikan pandangan atau gambaran yang jelas tentang produk itu sendiri. Dealer Surya Agung Motor Bangkalan merupakan salah satu dealer resmi HONDA yang bergerak dalam penjualan sepeda motor yang perlu memperhatikan perilaku konsumen untuk mengambil keputusan pembelian. Atribut produk menggunakan teori Kotler & Armstrong (2007:347) yang terdiri dari kualitas produk, fitur produk, serta gaya dan desain produk.
Tujuan penelitian ini adalah untuk mengidentifikasi variabel-variabel yang mempengaruhi atribut produk dalam memutuskan untuk membeli sepeda motor HONDA Supra X125 baik parsial maupun simultan.
Penelitian ini menggunakan metode kuantitatif dimana populasi dalam penelitian ini adalah konsumen sepeda motor HONDA Supra X 125 pada Dealer Surya Agung Motor Bangkalan dan diperoleh sampel 40 responden yang diambil dengan menggunakan metode purposive sampling dengan cara menyebarkan kuesioner.
Hipotesis penelitian ini adalah variabel-variabel dari atribut produk yang mempengaruhi keputusan pembelian seperti kualitas produk, fitur produk, serta gaya dan desain produk berpengaruh secara signifikan terhadap keputusan pembelian sepeda motor HONDA Supra X 125 baik secara simultan maupun parsial.
Hasil penelitian ini menunjukkan bahwa (1) uji F variabel bebas atribut produk yang terdiri dari kualitas produk, fitur produk, serta gaya dan desain produk berpengaruh secara simultan terhadap keputusan pembelian sepeda motor HONDA Supra X 125 (studi pada Dealer Surya Agung Motor Bangkalan). (2) Uji t diketahui bahwa  secara parsial variabel kualitas produk, fitur produk, serta gaya dan desain produk terhadap keputusan pembelian sepeda motor HONDA Supra X 125 (studi pada Dealer Surya Agung Motor Bangkalan). (3) secara parsial variabel kualitas produk mempunyah pengaruh dominan terhadap keputusan pembelian sepeda motor HONDA Supra X 125 (studi pada Dealer Surya Agung Motor Bangkalan).


Kata Kunci : Atribut Produk dan Keputusan pembelian.
"
Pengaruh Ekuitas Merek Terhadap Keputusan Pembelian Notebook Acer,"Habibah, “Pengaruh Ekuitas Merek Terhadap Keputusan Pembelian Notebook Acer”. Dibawah bimbingan Bapak Bambang Setiyo Pambudi, SE., MM. dan Bapak Suyono, SE., M.SM.
	Notebook merek Acer merupakan notebook yang mempunyai ekuitas merek yang baik. Ini dibuktikan dengan penguasaan Acer hamper 43,2% pada pasar notebook di Indonesia. Dari dasar kenyataan yang ada di pasar, penelitian ini mempunyai tujuan mengetahui seberapa besar ekuitas merek menurut persepsi konsumen. Dan untuk lokasi penelitiannya dilaksanakan di Fakultas Ekonomi Universitas Trunojoyo Madura.
	Penelitan ini merupakan penelitan kuantitatif dengan pendekatan survey jumlah sampel 60 konsumen. Pada penelitian ini variabel bebasnya terdiri dari kesadaran merek, asosiasi merek, persepsi kualitas, loyalitas merek, persepsi nilai. Sedangkan variabel terikatnya keputusan pembelian konsumen. Metode penelitian sampel yang digunakan adalah purposive sampling. Untuk pengujian instrument menggunakan uji Validitas, Realibilitas dan uji Asumsi Klasik. Sedangkan metode analisis data yang digunakan untuk menguji hipotesis adalah menggunakan regresi linier berganda dengan memakai uji F dan uji t.
	Hasil penelitan menunjukkan bahwa variabel nilai adjusted R Square sebesar 0,640 yang berarti besarnya pengaruh variabel bebas terhadap variabel terikat adalah 64,0 sedangkan sisanya 36,0% dipengaruhi oleh variabel lain yang tidak diteliti dalam penelitian ini. Berdasarkan uji F variabel Ekuitas Merek yang terdiri dari dari kesadaran merek, asosiasi merek, persepsi kualitas, loyalitas merek, dan persepsi nilai secara simultan berpengaruh signifikan terhadap keputusan pembelian pada Mahasiswa Fakultas Ekonomi Universitas Trunojoyo Madura. Berdasarkan uji t diketahui bahwa secara parsial kesadaran merek, asosiasi merek, persepsi kualitas, loyalitas merek, dan persepsi nilai berpengaruh signifikan terhadap variabel terikat sedangkan variabel persepsi nilai berpengaruh terhadap variabel terikat. Variabel yang berpengaruh dominan adalah persepsi kualitas.

Kata kunci: Ekuitas merek dan Keputusan Pembelian.
"
Pengaruh Bauran Pemasaran Terhadap Keputusan Pembelian Produk XL di Kecamatan Bangkalan,"Objek penelitian ini adalah pembelian produk XL di Kecamatan  Bangkalan dengan sampel sebanyak 50 konsumen. Teknik analisis data yang digunakan untuk meguji hipotesis ini adalah menggunakan regresi Linier Berganda dengan memakai uji F dan uji t. Berdasar hasil penelitian model regresi Linier Berganda secara sistematis.
Hasil analisis penelitian menunjukkan secara simultan dengan menggunakan uji F bauran pemasaran yang terdiri dari produk, harga, promosi, dan distribusi secara bersama-sama mempunyai pengaruh signifikan terhadap keputusan pembelian Pada produk XL di Kecamatan Bangkalan.Secara parsial dengan menggunakan uji t menunjukkan bahwa variabel promosi dan distribusi berpengaruh signifikan, sedangkan variabel produk dan harga tidak berpengaruh signifikan terhadap keputusan pembelian Pada produk XL di Kecamatan Bangkalan. Variabel distribusi berpengaruh terhadap keputusan pembelian. Sehingga dapat disimpulkan bahwa untuk meningkatkan keputusan pembelian produk XL di Kecamatan Bangkalan harus meningkatkan Strategi Bauran Pemasaran dari segi promosi dan distribusi.
"
PENGGUNAAN ANALISIS ALTMAN Z-SCORE UNTUK MENILAI TINGKAT KEBANGKRUTAN PADA PERUSAHAAN MAKANAN DAN MINUMAN YANG TERDAFTAR DI BURSA EFEK INDONESIA,"Tujuan penelitian ini adalah untuk mengetahui tingkat kebangkrutan perusahaan makanan dan minuman yang terdaftar di Bursa Efek Indonesia. Dengan melakukan penelitian ini, maka dapat dilihat  perusahaan tersebut dalam kondisi bangkrut atau tidak yang menggunakan analisis Altman dilakukan untuk memperoleh peringatan awal terhadap tanda-tanda kebangkrutan.. Metode penelitian yang digunakan dalam penelitian ini adalah metode diskriptif . Peneliti mengambil perusahaan makanan dan minuman yang terdaftar di Bursa Efek Indonesia periode 2007-2011 yang berjumlah 14 perusahaan yang dijadikan sebagai populasi penelitian . Penelitian ini menggunakan teknik purposive sampling yang menghasilkan 12 perusahaan sebagai sampel penelitian. Hasil dari penelitian yang menggunakan analisis Altman (z-score) pada 12 perusahaan makanan dan minuman yang terdaftar di Bursa Efek Indonesia tersebut, pada tahun 2007 terdapat 3 perusahaan bangkrut, 6 perusahaan kritis dan 3 perusahaan sehat. Pada 2008 terdapat 4 perusahaan bangkrut, 5 perusahaan kritis dan 3 perusahaan sehat. Pada 2009 terdapat 4 perusahaan bangkrut, 3 perusahaan kritis, dan 5 perusahaan sehat. Pada 2010 terdapat 4 perusahaan bangkrut, 4 perusahaan kritis, dan 4 perusahaan sehat. Pada 2011 terdapat 3 perusahaan, 6 perusahaan kritis, dan 3 perusahaan sehat.
Kata Kunci : Kebangkrutan, Analisis Altman (z-score)"
"
PENGARUH LOKASI USAHA DAN KUALITAS PELAYANAN TERHADAP KEPUTUSAN PEMBELIAN DI RUMAH MAKAN
(Studi Pada Rumah Makan Depot Soto Asih Jaya Lamongan)
","Intention of this research is to know influence of location of[is effort ( X1). and service quality (X2).Terhadap decision of purchasing (Y) and also to know variable [which/such] having bigger pPengaruh [at] decision of purchasing at home Eat Depot of Soto Glorious Asih of Lamongan. This Research use quantitative method with approach of survey.
this Research population is entire/all consumer [doing/conducting] purchasing at home Eat Depot of Soto Glorious Asih of Lamongan. Method the used is method of accidental sampling, hence this research get 60 responder. Method data collecting research into library.
Result of this research mention location of is effort (X1) and service quality (X2) influence variable tied that is decision of purchasing ( Y).
While result of from test of t Parsial prove that free variable consisting of location of[is effort ( X1) and service quality ( X2) by simultan or together influence variable decision of purchasing ( Y). Of this parsial research can be concluded that from both free variable a location of is effort (X1) which have bigger influence to decision of purchasing ( Y) is the quality of service ( X2).

Keywords: Business Location, quality of service, Purchase Decision"
ANALISIS PERBEDAAN PERGERAKAN HARGA SAHAM DAN VOLUME PERDAGANGAN SAHAM SEBELUM DAN SESUDAH KEBIJAKAN PEMECAHAN SAHAM (STOCK SPLIT) DI BURSA EFEK INDONESIA TAHUN 2007-2011,"Kenaikan harga yang terlalu tinggi, akan menyebabkan permintaan terhadap pembelian saham tersebut mengalami penurunan dan pada akhirnya dapat menyebabkan harga saham tersebut menjadi tidak fluk-tuatif lagi. Untuk menghindari kondisi tersebut, maka yang dilakukan oleh perusahaan adalah menurunkan harga saham pada kisaran harga yang menarik minat investor untuk membeli yaitu melalui pemecahan saham (stock split). Pada dasarnya penelitian mengenai stock split sudah sering dilakukan. Namun permasalahan dalam penelitian ini adalah adanya hasil penelitian yang berbeda-beda, maka diperlukan penelitian lebih lanjut. Penelitian ini dilakukan pada 23 perusahaan yang terdaftar di BEI yang melakukan pemecahan saham pada tahun 2007 – 2011. Penelitian ini menggunakan analisis uji paired sample test dengan periode pengamatan adalah 20 hari yaitu t = -10 (10 hari sebelum stock split) dan t = 10 (10 hari sesudah stock split). Metode penetuan sampel menggunakan purposive sampling. Berdasarkan hasil penelitian ini bahwa pada hipotesis pertama tidak terdapat perbedaan rata-rata return saham  sebelum dan sesudah pemecahan saham. Sedangkan hipotesis kedua menunjukkan terdapat perbedaan TVA sebelum dan sesudah pemecahan saham. Artinya harga saham yang tidak terlalu tinggi membuat volume perdagangan saham semakin meningkat

Kata kunci: stock split, pergerakan harga saham, volume perdagangan saham (TVA).
"
PENGARUH BUNDLINGSTRATEGY TERHADAP KEPUTUSAN PEMBELIAN PADA RESTORAN QUICK CHICKEN CAB. RAYA DUKUH KUPANG  SURABAYA,"Pengaruh Bundling Strategy Terhadap Keputusan Pembelian Pada Restoran Quick Chicken Cabang Raya Dukuh Kupang Surabaya.Dibimbing oleh Pribanus Wantara dan Yustina Chrismardani.

	Tujuan dari penelitian ini adalah untuk mengetahui pengaruh bundling strategy yang terdiri dari focus bundling (X1) dan form bundling (X2) terhadap keputusan pembelian (Y) serta untuk mengetahui variabel manakah yang mempunyai pengaruh lebih besar pada bundling strategy pada produk makanan cepat saji pada restoran Quick Chicken Cabang Raya Dukuh Kupang Surabaya.
	Populasi penelitian ini adalah seluruh konsumen yang membeli makanan cepat saji dalam bentuk bundling atau paketan pada restoran Quick Chicken Cabang Raya Dukuh Kupang Surabaya.Metode yang digunakan dalam penelitian ini adalah metode accidental sampling, dengan jumlah responden sebanyak 60 responden dan penelitian dilakukan pada bulan desember 2012. Metode pengumpulan data dengan cara penelitian lapang dengan mebagikan kuesioner dan riset perpustakaan. Teknik pengolahan data mengunakan bantuan perangkat lunak SPSS versi 16.0 for windows dan menggunakan skala likert.
Hasil penelitian ini menyebutkan bahwa hasil uji F (simultan) menunjukan bahwa variabel bebas yang terdiri dari focus bundling (X1) dan form bundling (X2) mempengaruhi variabel terikat yaitu keputusan pembelian (Y) produk makanan cepat saji dalam bentuk paketan pada restoran Quick Chicken Cabang Raya Dukuh Kupang Surabaya.
Hasil dari uji t (parsial)  membuktikan bahwa variabel bebas yang terdiri dari focus bundling (X1)  dan form bundling (X2) berpengaruh signifikan terhadap keputusan pembelian (Y) produk makanan cepat saji dalam bentuk paketan pada restoran Quick Chicken Cabang Raya Dukuh Kupang Surabaya.
Dapat disimpulkan bahwa dari kedua variabel bebas yang mempunyai pengaruh lebih besar terhadap keputusan pembelian (Y) produk makanan cepat saji dalam bentuk paketan pada restoran Quick Chicken Cabang Raya Dukuh Kupang Surabaya adalah focus bundling (X1).

Kata Kunci: Bundling Strategy dan Keputusan Pembelian"
"PENGARUH CELEBRITY ENDORSER IWAN FALS TERHADAP MINAT BELI PRODUK TOP COFFEE
( STUDI PADA MASYARAKAT SUMUR KEMBANG KELURAHAN PEJAGAN KECAMATAN BANGKALAN KABUPATEN BANGKALAN )","Tujuan penelitian ini adalah mengetahui pengaruh celebrity endorser Iwan Fals terhadap minat beli produk Top Coffee (studi pada masyarakat Sumur Kembang Kelurahan Pejagan Kecamatan Bangkalan Kabupaten Bangkalan). Penelitian ini menggunakan metode kuantitatif dengan pendekatan survey.
Populasi penelitian ini adalah masyarakat Sumur Kembang Kelurahan Pejagan Kecamatan Bangkalan Kabupaten Bangkalan dan karena menngunakan metode sampling aksidental, maka penelitian ini mendapatkan 60 responden pada bulan desember 2012. Metode pengumpulan data dengan cara penelitian lapang dengan membagikan kuesioner dan riset perpustakaan. Teknik pengolahan data yang digunakan adalah pengolahan data dengan bantuan [erangkat lunak SPSS versi 16.0 for windows dan menggunakan skala likert.
Hasil penelitian menyebutkan bahwa hasil uji F (simultan) menunjukkan bahwa variabel bebas yang terdiri trustworthiness (X1),  expertise (X2), attractiveness (X3), respect (X4) dan similarity (X5) mempengaruhi variabel terikat yaitu minet beli (Y) produk Top Coffee. Kemudian, hasil dari uji t (parsial) membuktikan bahwa variabel bebas yang terdiri trustworthiness (X1), expertise (X2), attractiveness (X3), respect (X4) dan similarity (X5) berpengaruh signifikan terhadap minat beli (Y) produk Top Coffee.  Dapat disimpulkan bahwa dari kelima variabel bebas yang mempunyai pengaruh lebih besar terhadap miant beli (Y) produk Top Coffee adalah variabel trustworthiness (X1)."
analisis faktor-faktor yang berpengaruh terhadap kebijakan deviden pada perusahaan manufaktur yang terdaftar di BEI periode 2008-2011,"ABSTRAK
Tujuan penelitian ini adalah untuk mengetahui pengaruh variabel current ratio, return on equity, firm size, leverage dan business risk terhadap kebijakan deviden pada perusahaan manufaktur yang terdaftar di Bursa Efek Indonesia pada periode 2008-2011. Pendekatan penelitian yang digunakan dalam penelitian ini adalah kuantitatif. Sampel dalam penelitian ini adalah perusahaan manufaktur yang membagikan deviden secara berturut-turut selama periode 2008-2011. Metode pengambilan sampel yang digunakan adalah purposive sampling. Untuk pengujian instrumen menggunakan uji Asumsi Klasik, sedangkan teknik analisis data yang digunakan untuk menguji hipotesis adalah menggunakan regresi linier berganda dengan memakai uji F dan uji t. Berdasarkan hasil penelitian menunjukkan bahwa nilai R Square sebesar 0,469. Berdasarkan uji F variabel current ratio, return on equity, firm size, leverage dan businees risk secara simultan berpengaruh signifikan terhadap dividend payout ratio. Berdasarkan uji t diketahui bahwa secara parsial variabel current ratio, firm size dan businees risk berpengaruh signifikan terhadap dividend payout ratio sedangkan variabel return on equity dan leverage tidak berpengaruh signifikan terhadap dividend payout ratio.
Kata kunci : current ratio, return on equity, firm size, leverage dan businees risk"
